SKU,Stock,Regular price,UPC
B0083I7TCI,0,86.37,12304291077
B09BZXLSSR,0,0,816458025805
B00NPYK18O,0,0,27043994233
B00CI51TO6,0,119.95,27043993052
B01MSZRJXQ,5,86.11,77782001686
B08L7RT646,0,0,
B07CN3FC1R,0,0,
B008ICA07A,0,130.99,400942975167
B00005YXC0,0,94.9,23596279148
B07BN6CKX9,0,72.99,40094937349
B00MF55AAI,0,114.88,639667998322
B08XRR7D2L,0,8.19,37000845645
B07Q6CPQK4,10,13.59,741663591572
B0BCWXGMQ3,0,0,
B07175GQH7,10,25.59,727536864905
B09Y8V4147,0,0,
B09BLG4G51,0,0,
B01KIFITRM,10,12.14,638455765184
B098RD17LG,0,92.99,622356582728
B01FHOWYA2,0,58.99,622356537070
B08QXJ31WR,0,87.99,622356569446
B00JR5AD6A,0,75.26,14444753804
B09V25XXWZ,0,0,
B08NXZJFQC,0,0,
B07Y9H1W6L,0,0,
B007UXTLFK,0,74.36,21111380911
B01EEK8MOW,10,71.99,86279112149
B09ZCG63DH,0,0,
B08FLBBSN5,10,41.18,883049546131
B08P2G8XH9,5,127.99,883049535449
B08FM25FHP,10,39.16,883049546162
B08P2FF47V,5,118.24,883049587264
B08BR48JBW,10,76.5,883049546049
B0B1HQNJGZ,0,0,
B07SW22CGP,10,79.78,818049021319
B0B9691S6J,0,0,
B0B7JC1YN1,0,0,
B0B7JGWRCY,0,0,
B07SY57S4Q,10,58.08,818049021333
B082BGL6CN,0,0,
B07F6T63Z9,10,21.18,814667023131
B07BZT7XF1,10,13.59,814667023124
B079MJ68Y9,10,15.99,814667022479
B07F6RGR3W,10,21.59,814667023162
B07KKFRX3V,0,0,
B07NSSCCLY,10,38.39,737353322946
B0B4FHZBDB,0,0,
B09WR21S23,10,31.98,769282538556
B09SGGSSG8,0,0,
B09SGK6PGR,0,0,
B0BBK2ZZMC,0,0,786985327188
B09MT4F3KS,0,0,
B07DD9YFJ7,0,0,
B08N5ST5VY,0,0,
B07CXVSMZ4,5,231.96,703113655432
B09M883KBD,0,0,
B004XK4N9C,10,39.99,622356529785
B098X6QPP6,0,0,
B081JBV8KB,0,0,
B07TXRDZQN,10,26.4,58465812119
B09YKYGYDM,0,0,
B082MXTTMX,0,0,
B00C5ZK93G,10,69.5,82677505026
B01HB28XX0,0,0,
B00LGRTH14,10,22.31,851877003423
B00OOCVDJC,10,20.76,799599561367
B00LET4PAM,10,22.39,791769454837
B09X7TVN1J,0,0,
B09SVV8BP9,10,40,82677001375
B09VYB1YTF,10,35.99,810061704775
B0B27L3B1D,10,23.99,810061705932
B07VCG32W6,10,30.42,884920365278
B00000JGRT,0,0,3902980593
B08QMNMYQ7,10,10.39,195702002640
B07X3KPGLD,10,31.99,842893117874
B00004RDF0,5,584.14,27208040805
B07RMY6DX3,10,26.39,610895385511
B08W9N6K1W,0,0,
B08W8LQSDL,5,103.99,
B09J69K6Q5,0,0,
B09NS25464,10,35.99,848057001751
B09HLCKGQW,10,11.96,848057002673
B09HLCFDFY,10,47.99,848057001942
B09CCTH32Z,10,39.99,710946019805
B0B495WSMB,10,63.92,
B08QD5NWNF,10,29.56,53891137492
B09RQ38MYK,10,72,611247396285
B08V8C8N42,10,78.4,611247391112
B0BC8X47PK,0,0,
B09RQ568FD,10,56.02,611247396278
B09345FQSF,5,97.46,
B07N3G8GRY,10,55.99,611247376980
B0BC8R6FMV,0,0,
B08TVMR33X,5,129.58,
B0788F3R8X,5,95.99,611247369449
B0BC8PJSRY,0,0,
B0BC8WJHT3,0,0,
B085M5Q2KC,5,86.38,
B08QJHP443,0,0,
B0896NP59N,5,92.62,40094499335
B00ZCKSAX2,0,99.95,86279089816
B077K9YW7D,10,79.96,86279129109
B01N006FAS,5,95.96,86279129604
B07RK591W6,5,95.99,86279147103
B08K1RN1FR,10,79.99,86279181985
B0BC8N8NHF,0,0,
B0BC8XSN17,0,0,
B095XDQPZC,5,158.4,611247391617
B0BB6174MM,5,144.78,
B0B96GZJ9B,5,115.16,
B09HMBTBSF,0,0,
B078BXRKST,5,153.53,40094499663
B095HZYNFM,5,130.52,40094499021
B0768NNG4X,5,89.6,40094499502
B07ZV7MLDR,5,91.99,40094499472
B087PVRC4R,0,0,850017018136
B08BYHBDJ2,10,21.59,850017018303
B087PTW7F5,10,23.99,850017018112
B087PV4TLC,0,0,850017018129
B086542M1D,0,0,
B07PJYQ38S,0,0,
B07YG7XMYX,10,39.99,
B016UO0I9W,10,31.99,791602854558
B09GB3T292,0,0,
B08QZSN97Z,5,171.99,622356569705
B0B9HN5YQD,0,0,
B0B1LB7Z99,10,71.19,622356585767
B0B5YG8Z3G,0,0,
B08PP1H7QK,10,76,10942227434
B099Y93R2Y,10,50.4,10942227700
B09DYMTCYV,0,0,
B0936Y757F,10,31.99,736617432094
B0936ZL1G3,10,31.99,736617432100
B0BC8QQTD5,0,0,
B08V8BQX2Z,0,108.9,611247386385
B09XC5HB4Y,5,109.59,
B0892TW82K,10,79.2,611247386361
B0BC8Q3CQ9,0,0,
B08V8C482X,5,87.18,611247391075
B09RQ4Z2X6,10,76.79,611247396261
B07DR69VLJ,0,88,611247373095
B07DR89BR6,10,75.99,611247373088
B08323WCV4,10,76.44,611247382165
B095SSSRBX,0,0,
B087V1F68N,10,19.17,769134701626
B07H9W1FQC,10,20.37,
B0047BIWSK,10,31.96,85276000831
B09YC8YCV6,0,0,
B08DH422N4,5,127.96,86279181732
B07WNRTDQ1,5,127.96,86279174413
B014W1C1H2,10,69.6,86279089779
B09XRLXBFS,0,161.92,
B07RCNHTLS,0,0,857561008798
B00EUC9RKI,0,0,
B00002N602,10,67.1,21112833867
B07PYLD742,5,126.78,75741017846
B002RL8XEU,0,0,
B002RL8XCC,10,50.39,631912473004
B002RL8XC2,10,50.39,781147906621
B002RL8XAO,10,36.79,
B00EZ41Y3E,10,58.39,
B002RL8XCW,5,83.83,60023500000
B00DR737G2,0,0,
B0002808Z2,0,499.95,73667864049
B0002808ZM,0,997.26,89149009419
B01J8C7FP8,0,0,
B01J78G9VO,0,0,
B00NROOUPM,0,50.98,798527530581
B00SX03IBM,10,66.39,
B00SX03I76,10,49.2,
B00SX03I5I,10,32.5,
B00SX03I08,10,27.43,
B00DGUSFJY,0,0,
B09XRMB85N,0,89.32,
B09XB3DSW3,0,118.14,
B002RL8X9U,10,31.91,
B00QWPZCCS,10,48.15,
B0843YQY3J,10,63.99,
B00IRXMRY4,0,0,
B00HQNH46C,0,0,
B08FCDJP3B,0,0,
B08DCJTRH1,10,33.97,812365034152
B00GRTHXOY,0,10,75741099781
B08M3QMRBS,0,0,
B08D93WZC8,0,44.99,657835442842
B000QJJ9NY,5,119.41,75741017556
B099RX3XK8,0,0,
B00F2F4MT8,10,58.72,
B00F2F4H1G,10,43.02,48621358247
B00F2F4F18,0,45.97,48621358230
B00F2F4JUU,0,70.59,
B07JYSJ3KV,10,39.84,
B09V7HRNT8,0,0,
B09YV7J3GJ,5,135.99,797439297841
B097T31JF9,5,87.99,719429782373
B097T5TSDB,5,119.99,719429366849
B084KW2LBH,0,0,
B084KW3NJD,0,0,
B084KV1673,10,66.39,
B084KWFGBJ,10,53.59,
B084KYJ1CV,10,67.99,
B00QWPYLNO,10,51.99,
B07CVQ9J5Q,0,0,
B07HJBLZGT,10,60,
B07Q3RQB7V,10,44.6,
B01LZSQO2O,10,54.51,
B07HCSKXK8,0,0,
B07HBFZXZ1,0,129.95,850834008105
B07HB8TXGF,10,71.96,850834008099
B07LGQF3L5,0,0,
B00QWPZ386,10,71.99,191169467862
B00QWPY6O8,10,43.99,
B00QWPYRXI,10,62.4,796483249837
B00QWPYC38,0,55.99,
B07Z9GRZRN,0,0,
B07HJ75HS4,5,87.96,850834008112
B07HJ92HKQ,5,95.96,850834008129
B07HJ8JR92,0,149.95,850834008143
B01K9DU43K,0,0,
B004RLWLFK,10,51.6,882630306239
B07HJ7Y6T1,0,0,
B07HJ7Y7T8,5,87.96,850834008181
B07HJ7SZDZ,5,95.96,850834008174
B07HJC4QJ1,0,159.95,850834008204
B07HJ9PRM7,0,0,850834008198
B01J79UFRC,0,0,
B00NRT7ZUO,10,36.19,
B00SWVB5B2,10,44.8,
B00SWVB5BC,10,42.5,
B00SWVB5MG,10,44.09,759284234990
B09LQ98N51,0,0,
B08L65WYCY,0,0,
B08L58HTPP,10,23.99,
B08L59YY8M,0,0,
B002MPQHB2,0,0,
B00EVR7HH2,10,57.6,791769531378
B002MPQH94,10,55.2,759284165232
B000GT5FKK,10,62.8,
B002MPQHA8,10,76,
B002MPQHAS,5,88,30842717
B07W7TW5KG,0,0,
B09HWVW6XW,5,84.64,652185346000
B09FNJWJWJ,0,0,652185332041
B074V28KLL,5,95.62,652185332010
B08DHM5M2M,0,0,
B00QWPXUZO,0,43.99,
B01EYI0DAU,0,0,
B07Y39FGVJ,10,50.32,
B01BZ93TIY,0,64,
B09RPVBWPH,0,0,
B019B1X2HG,5,311.2,669591466161
B019B1X2EY,5,343.2,669591466154
B08NV3D126,0,199,
B07VZSNLHB,0,0,
B0B1SM349Y,0,0,
B076CK77ZJ,0,156.43,883049453309
B07QCD9YS2,10,45.05,883049405070
B0B96KZG6R,0,99.98,
B09JTS2GN7,10,58.96,883049612188
B0B95V3FB9,0,109.96,
B09YVS7PFF,0,0,
B093XT5CHB,0,69.99,86279026835
B001G8Y2XQ,0,37,882507983891
B09QH51M58,0,84.94,86279179937
B000TVWFEY,0,39.95,86279019455
B08XK4SYV1,0,0,
B08WCJF86Q,0,34.97,860006157715
B0B7SD2J3G,0,0,
B08KKB855B,0,125.06,86279177636
B08KL8BHMH,0,55.99,86279175304
B08MBP4F25,0,79.9,86279178299
B08KL1DGTN,0,69.15,86279175335
B098KTK5TS,0,0,
B08PV5L29H,0,9.77,28901122737
B00PILGPMI,0,0,
B00C0QJXWS,0,74.99,757901560088
B00C0QJY0O,10,55.96,757901560101
B08YQYB7VF,0,34.95,701400837042
B097HCCSNG,0,0,
B08F2WDLXL,0,0,
B08BQZ3CT4,0,99,883049534794
B08BR6J3WT,0,99,883049544762
B08BQSSVY5,10,79.2,883049535203
B08BQQXB57,10,77.51,883049535234
B0871WXHW4,0,0,
B07FYBDTXS,0,38.66,706973373942
B0075WALL4,0,32,21112823356
B0B58YB4C8,0,0,
B09Q6F51NZ,0,29.98,883049609010
B07L5GHL1W,0,79.2,40094626533
B014CJR688,0,0,
B08Q7RJMG5,0,0,
B08LGG9CDN,10,31.02,
B09DZ4XH3L,0,0,
B09DGF5G9Z,0,30.52,50875001268
B09DGDYBPK,10,21.59,50875001251
B09DGDZ8D4,10,27.99,50875001275
B09DGG89GQ,0,32.7,50875001299
B09DGG91VK,0,26.69,50875001282
B0B395P6CM,0,0,
B088QWNQ1Y,0,19.99,
B00CPSRE4U,10,63.96,883049260846
B00CPSNCM8,5,103.99,883049260860
B00C9OQ47S,10,79.99,715933319470
B00CSMGN36,0,141.08,883049260853
B01BD4NA8A,0,0,
B079P89LWK,0,24.99,701607229282
B093PWFN9F,0,46.78,
B016CBFUV4,0,21.82,365250787041
B0B28QSNFV,10,18.39,746939931960
B093XMSFPP,0,0,
B07JVTXTGV,0,0,
B07G3NWDSV,0,52.95,50875823921
B07G3N4WMT,10,34.31,50875823952
B07G3NF5BT,0,39,50875823914
B00B2HRHGA,0,50.1,50875809369
B09XHQQWYY,0,0,767950973654
B07DVD8JP7,0,0,
B00BIBBIH4,0,38.56,12303151471
B09FJLLB9H,0,0,
B07PNKBW42,0,0,27043997661
B0B78G392X,0,0,
B0B4BRTPZ7,0,149.95,21614803177
B07NF8F45H,0,10.99,652267598518
B00C0QJWAQ,10,67.2,757901560071
B08R1PJHL4,0,9.99,700884009648
B086QYZ9XS,0,0,
B07C7KBBYC,0,14.99,
B00006IUWY,0,19.5,22333625156
B08HD236X4,0,14.99,757173336619
B07RD62X4M,0,0,
B0196B3OJ2,10,79.99,48894062018
B003UCG8II,10,21.58,48894034732
B07RK4JD7W,0,0,
B09R9CWM7N,0,0,
B092G3F21D,0,79.99,717056129189
B09Q6JZFX7,0,75.73,717056129738
B008GS8R3K,10,11.99,66831975757
B09NX69BBH,10,11.99,717056129653
B01H5FQ84Y,10,15.99,717056124931
B09R9Q1WTK,0,0,
B09NT2NJZH,10,39.99,717056129592
B09NWJKB87,10,14.39,717056129431
B09PQCGV99,10,19.99,670623902144
B09Q6J6QF5,10,19.99,717056129615
B09X95LBJ5,10,74.82,717056129912
B097F4QKVY,10,65.2,53891164863
B08BG7X5F9,5,95.84,53891134675
B09RBSXLJ1,0,0,
B00EPF5P1U,10,73.72,40094332618
B08Y8Q43TV,0,0,
B00KQMF2XM,0,0,
B00KD346MW,10,46.93,48894055133
B0B86QZ6JS,0,0,
B09MS3PH9T,0,133.65,
B08PWVFDMZ,0,0,
B07BHHCRMX,0,0,
B07B8P9JBQ,0,0,48894051098
B09W9H99DG,0,0,
B09W9GG69Y,0,0,
B09SH5LKZD,0,0,
B014IYC6AU,10,15.99,717056123798
B09Q78F17C,10,20.29,717056129745
B08CKCMZ4L,10,49.51,717056128236
B09Q75R6T1,10,47.99,717056129844
B0721P1VL6,10,18.39,717056125631
B08PQ2KWHS,5,149.24,810028582194
B08PPZWNCV,5,135.96,810028582217
B07F7ZG4FM,10,47.99,48894065743
B085LQVDZX,0,0,
B002G74US8,10,48.87,21112825657
B07RM7QJ1Q,0,0,
B08TG9S6TF,0,0,
B09C5L525L,10,23.99,
B089CTPJ22,10,21.59,782932825714
B008JR8ZR6,0,0,
B07PC8212Q,0,0,
B085HLDQ14,0,0,
B071HR78XL,5,82.4,40094334803
B00BKWIRGG,0,0,
B00ARSB8M4,5,148.92,70709303825
B008YEXC22,5,127.96,35909767860
B0196B3P1E,0,99.99,48894061998
B0B3QT6H7H,5,127.92,622356590730
B096RBS4L8,0,0,
B0B48WFXNM,10,55.98,
B08NHS8KZM,10,27.99,829486172632
B09W71DBNS,0,0,
B09VYD4443,10,38.4,717056130567
B09DFF5XV9,10,39.91,717056129424
B07D7R61JH,10,28.08,717056125860
B09Q33CN4J,0,0,
B0721CGB5F,10,59.99,50875818156
B01L8I3OW8,0,0,
B09SJLDX9G,0,0,
B09DGH8VGR,0,0,
B07TRQ4PQV,10,29.59,684079168573
B07S2WKQS7,10,32.79,697691198200
B07K41TWK8,10,33.59,745556980887
B085DL33FZ,0,41.99,
B07ZZ28T1S,10,33.59,
B09J2M94GM,0,0,
B07ZYZ7HFG,10,35.19,
B095KL6MH2,10,32.79,
B07ZZ16QG3,10,33.59,
B0BDSV5QX5,0,0,
B0B64N1D3Q,0,0,
B09VYB4QYC,10,27.99,717056130628
B0B6V1QNRW,10,39.18,
B08FVDX8N8,10,38.31,717056128762
B094WHGJWP,0,0,
B08P8CVS5J,10,47.2,84691857624
B09P4Y4WDT,0,0,
B097S1CZNP,10,34.8,816458020336
B0B6CHH42S,0,0,
B07HBK6LBC,10,55.99,883049480749
B007P2051A,10,58.1,759284174838
B07HBPQX35,10,73.1,883049480763
B008F18LGQ,10,58.1,759284024720
B007P205JW,0,86.99,883049255057
B08QZYYR27,5,93.71,622356569200
B09JKKV8KN,10,17.64,
B09CZNHG88,0,0,
B07HG9YGZY,5,90.79,817986029990
B0BBN5N7B4,0,0,
B0B1CKZZ4Q,0,0,
B07GV78ZKK,10,55.99,817986029280
B06VW23PKC,0,0,
B01IB17RLE,5,107.19,815658020375
B0822ZS2BY,5,146.96,815658024847
B01ND4JNO3,5,140.02,815658021389
B0B72DDHPK,0,0,
B0B1F4LBBS,5,95.57,190873007623
B09W4GL91J,5,159.2,84691881216
B0BCWZ1H2N,0,0,
B00GEC80EG,5,85.38,819813010263
B0856RPWGV,0,170.18,819813017767
B0859F6KTT,5,156.52,819813017781
B0856QMTYV,5,134.32,819813017743
B0859565VN,5,261.26,819813017774
B085FZXZJ5,5,135.99,810004819498
B08BJFY775,0,0,
B09Z3BNPCP,0,0,
B08NP76C3F,5,86.22,810040943126
B08Y8PRVNT,5,94.43,810040945427
B09QHK7CPH,0,0,
B08L6SZX3G,5,136.79,815658026179
B09WMYWN9D,0,0,
B09Y65RVQP,0,0,
B09WMVXCC8,0,0,
B0B4MSTSJD,0,0,
B09TQNF7BD,0,0,
B09SBSSDMW,5,165.6,810061702153
B0B96D5X6G,5,118.65,
B07YGYXD5J,5,103.85,82677001191
B08XY96T1F,0,0,810061700616
B0B491J8GC,0,0,
B08BJSQQ5J,0,0,
B07JYNPTX3,5,303.99,885170333994
B09NNHMD12,0,395.12,
B010RWYPBK,5,308.42,885170233447
B09WMZ8G5B,5,317.97,
B09NNJBN71,5,328.66,
B09CZRQ1WM,0,0,
B07HGHM83L,5,131.99,810004810013
B08ZB8DPLQ,0,0,
B07R7TNCX5,10,73.09,810004813991
B0BBW8P52M,0,0,
B071ZSCY1P,5,183.99,839724015508
B00GEC814A,0,99.99,819813010256
B09X1C8JBV,0,0,
B09WZBZTQZ,10,63.99,810061705345
B09W3XXT91,10,63.99,810061705017
B09S3Y5TGD,5,103.99,810061705086
B086VGQNYC,5,304.79,12505565120
B0B8RWQ2CB,0,0,
B07PQT144T,5,191.96,885170363632
B0B4M6WPQV,0,0,
B07PML33PV,0,319.95,885170360419
B09JCKB28X,5,239.99,885170391932
B081T6GZZF,0,169.99,687636004451
B00NXRHIO8,5,142.48,609311394732
B0B6D56WMJ,0,0,
B09Z17RX61,10,56.46,885170390454
B07PS1Q6YV,5,198.38,885170360358
B00BGTOEBK,10,61,819813010072
B00785MVRA,5,177.32,12301118872
B00BGTO21W,10,63.98,819813016531
B08CJJPGDF,0,0,
B085T3DKMQ,5,171.96,885170424869
B085T9BMQS,5,147.59,885170424845
B01C8582Y0,5,335.19,84691254379
B07VNT3L14,0,0,815658025554
B06WD3NMQ5,0,143.99,839724010176
B07281X8ZJ,0,296.8,12505563706
B08S18XRTP,0,0,
B07R7RTCC7,5,351.99,12505564932
B09NRPDRRS,0,0,
B087C6GGQ3,5,239.99,190873003137
B085P3GCJT,5,319.2,21614800077
B0BDR6PY6Y,0,0,
B0B87VZLFY,0,0,
B0B87QDM8V,0,100,755578125739
B01MV0E7BR,0,0,815658021372
B0913XX4L4,0,0,
B08K8VHM7X,0,0,84157200872
B077YM331D,0,0,
B07YBVVQSL,0,0,
B01DEWZUJQ,0,0,77192656827
B085T6RKF4,0,349.95,885170422636
B085TBF2Y2,5,235.01,885170422667
B085SVQY2Z,0,299.95,885170422650
B07QSCNMDD,5,118.34,819813016661
B08XP4M9FJ,0,0,
B003VV92MC,0,507.72,12505748042
B08C1GR2Z3,5,111.99,810004816770
B071VVNHM3,0,0,839724013276
B0BDFB46PC,0,0,
B0BDFDDS74,0,0,
B0BDFCQHQC,0,0,
B0B5YHF79Y,0,0,
B08JN2C5QT,0,0,
B08VPD4T8V,0,0,
B08FF4W233,0,0,74000621282
B01MY5PFUN,0,0,74000620254
B08747VSG3,5,262.48,12505565021
B07YD4QNYX,0,0,
B07JJXWB1B,0,376.97,79841224500
B09XJD2ZND,0,0,810040948176
B081V8SW8M,0,0,
B005GSPVHS,5,255.2,37988910151
B07F83M5G7,0,0,
B079CB4Y5V,0,0,815658021556
B07TM72TFX,5,202.65,815658020658
B0876HLWRN,0,329.99,12505565045
B0B6GP7L56,0,0,
B09S3Y97BL,5,180.09,810061701835
B0125ZKTP8,5,279.18,722651293067
B07W14YS72,0,0,
B0B1LDC7Z5,0,0,
B0B16ZVYKX,5,132.22,815658026438
B0B178DXK4,0,0,815658026414
B08HZDGZM1,0,114.95,85783497902
B09S4X59WF,0,0,
B004RT4J16,0,991.99,700613265864
B0BDRXFFTK,0,0,
B0BDRW13Z5,0,0,
B0BDRXMCPN,0,0,
B09X285XN4,0,329.99,196641014886
B08555X56C,5,111.26,67638023085
B082VCL6WZ,0,0,
B082VBTYDW,5,111.99,
B08RYPGQ5W,5,127.91,39206001023
B0B3D2KYNS,0,0,
B00DS4767K,5,591.96,21614056023
B0988KVMGZ,0,0,
B07SSVH7T1,5,499.99,53891128728
B096JDVJJK,0,0,
B06ZZ3MLL1,5,143.99,44387003858
B06ZY7R238,5,147.99,44387001854
B06ZYJBPM9,0,295,44387002851
B06ZYSWQG1,5,151.2,44387004855
B01M9FFL35,5,163.96,44387011808
B0B2WM52Z6,10,63.99,
B08MKQC1NQ,10,63.99,
B08NFMKHSK,0,104.94,53891150101
B0BB8TFTWT,0,0,
B07CTY9BFG,5,119.96,44387031202
B096JP876T,0,0,
B01M715YU0,5,187.99,44387124010
B096J7HHJV,0,0,
B01MFC73AZ,5,187.99,44387011679
B0B9NK9W4Q,0,0,764815833979
B07RC7L1LM,0,0,
B08KTK5L3P,0,168.69,816458024136
B09SDZNXY4,0,0,
B086H1W384,5,367.2,75020090652
B086H24F5F,5,359.2,75020090683
B07RQ3NL76,5,339.2,75020080950
B08JXH1BBM,5,367.2,75020090638
B09XFD216X,0,0,
B07S3XSJ2Q,0,0,663701814187
B0BCL2ST4G,0,0,
B01M4J94WY,10,43.92,
B0B7DZJF6P,0,0,
B09HKD3YYN,5,119.99,190873008552
B07VS4VH9C,0,0,
B073JH3TVV,5,249.56,44387786850
B072X3XZD8,5,279.96,44387486859
B072X2YD2Q,0,0,44387686853
B08CS4Z732,0,0,
B00F36V6ZE,0,0,
B00DS476HU,5,479.96,21614056047
B07TCLW2LT,0,0,
B0752XV66X,10,67.92,601263233923
B07S59PSPC,10,67.92,
B07S5Q1XC1,10,67.92,
B07S6S5SBS,10,67.92,
B0B1QJG72F,0,0,
B09R5ZP81W,5,199.99,53891166157
B0B781MWLW,5,142.91,810087843267
B088MGL4GW,5,199.99,884472026559
B088MFVBTF,5,191.99,884472026573
B09YCQ6JWZ,10,71.99,
B09LTYTBK1,0,0,
B09XRFHJY5,5,239.94,
B09L52BD8F,0,0,
B07ZL15ZNY,0,0,
B094YNT135,5,175.96,812895021844
B0049H9NLC,0,0,
B0B7Q4YQZ1,0,0,
B0B7QJCZ5B,0,0,
B003XV31IG,0,0,693042591003
B0B7PX9SFJ,0,0,
B00BY2UGZM,0,0,40634480069
B0B6FDM4ZH,0,0,
B0B5YFCBJ1,5,199.99,
B09B19NBGR,5,263.2,883049541655
B097P1Z25S,5,199.99,883049526621
B09B18V4B9,5,359.2,883049541648
B07VVMMMK5,0,0,
B08BSYMSJC,0,0,884472026818
B08BTB7JTX,5,207.99,884472026825
B07W8XPDV6,5,199.99,884472025767
B001CNG7RY,5,219.69,42822191047
B08ZPYR2N1,0,0,
B08PPWFJ12,5,119.19,
B08PPXN885,0,148.99,
B0BBZJYYD4,0,0,
B07Z2X25SY,5,399.2,810002433283
B0971GRPLD,5,108.07,
B09SGK6Q85,0,0,
B099YT9MYG,0,0,44387915502
B0B19FKJ6D,5,519.75,
B09DD1TGB2,5,127.99,712858889231
B08FKCV3WT,5,100,647213148251
B096JN6P5C,0,0,
B0B35Z5XWY,0,0,
B0B1JPMYT2,5,2239.96,21614801234
B08FDQFC7T,0,0,783902810303
B0B38KFWNK,5,949.59,44387290432
B0955Z99GM,0,0,
B0842H88XD,5,260,647213148091
B097DCNLL6,5,103.92,
B09HLB4DP4,5,239.2,44387088503
B08X6V726H,0,0,
B09RV4VSWK,0,0,
B0BCL36Y8F,0,0,
B0B86WHCK3,0,768.33,
B09WHP8WKP,0,0,
B09W9HQR1F,0,131.77,
B0093FRXEE,0,119.95,735343034183
B097XMD9FH,5,159.99,
B09XDSM49C,0,0,
B08DHW3GGG,0,899.95,44387933544
B003D66TXA,0,108.99,21112826180
B08CXPRGQ7,0,89.99,
B096JDY956,0,0,
B07Z76BF7S,0,0,44387022804
B07ZG44HGR,0,79.99,
B086H42T3V,5,367.2,75020090669
B0B86TQZRF,0,0,
B08L6GS5WZ,0,0,
B07SQBM1N8,0,228.96,21614800176
B0B3CNT67G,0,0,
B00VTA9F6U,0,54.9,
B0B1JPPG2L,0,339.99,21614803269
B09D7KV2NV,0,0,
B08YDSN7R5,0,64.99,
B07KQVH6CW,0,0,
B077ND88HQ,0,69.9,601263234098
B077NH2NLH,0,69.9,601263234197
B077N4YY2S,0,69.9,601263234081
B000U6BSI2,0,69.99,72179229889
B09L4Z8W8J,0,297.44,
B08PPXFSFV,10,79.2,
B001CZJIPA,10,17.35,66510495101
B01BZHFA88,10,37.96,96506085320
B01IB76EHG,10,23.99,96506085221
B07HXPDTNN,0,0,
B008JFEFUE,10,12.58,80694537181
B000GUEAVO,0,27.99,38472315575
B01HLV5LEA,10,16.72,704270499198
B07Z1S8VCN,10,16.72,
B07Z1SJX24,10,23.99,
B07Z1SPNLH,10,16.72,
B085VF13KY,10,20.39,
B095CHBBTC,0,0,
B09PFMKNQ9,0,0,
B01D1T9LYW,0,0,877706006816
B07L4PWG31,0,0,
B09JRNH66M,0,0,
B09G8THD56,0,42.99,840216305571
B0030I3Y48,0,0,
B00RXXD41E,10,59.96,855333000476
B00RXXM42E,0,69.95,855333000537
B07BQFC6KW,0,0,
B01HSI7O32,0,19.99,705020588285
B08QMWXR61,10,17.59,887228843776
B099PVP2SH,0,0,
B09T45KLH2,0,0,
B09H3W5XF3,0,39.99,840216304956
B09H3TKBLY,10,31.67,840216305052
B07G3KGRWB,10,55.99,856284008511
B09K5S3S7H,0,0,
B08J3YGRFS,0,0,
B08J4B37M4,10,20.79,782912260634
B09H5SDQCZ,0,0,
B01GNYLOOW,0,0,704270498788
B071P476PW,10,39.99,712383996510
B01GNYLP0U,10,35.19,704270498795
B0728D6C3W,10,26.23,712383996558
B07Z35G2CT,10,28.86,
B07QBYHCDZ,10,16.79,632202587524
B07QBYW6T6,10,16.79,632202587517
B097R85B8Y,0,0,
B07F58Y14F,0,99.99,851164008841
B07F4SJ2X7,10,79.99,851164008902
B09QSJZQRZ,0,0,
B07F24VMZY,0,49.99,819615020897
B071X9PTYV,10,71.99,885837014358
B08CY63Y6Y,10,60.79,885837022353
B08CY89RD7,5,97.4,885837022346
B08CY696SC,10,59.99,885837022339
B06XRXC6DV,5,195.04,51153168024
B00TQJWF1I,5,159.99,32406055629
B004KSN8XY,5,91.99,12302753119
B074817DK1,10,50.98,885169695515
B0B8KYSMY8,0,0,
B08K3XQ6CQ,10,50.18,885837018240
B0876FXFFS,5,92.79,885837021721
B092LLSQJQ,0,0,
B08WJHWJ9Z,0,89.95,80313074141
B08D3HVKTH,5,95.99,729993030671
B0B9HTC7Z5,0,0,
B0B7Z7ZH4D,0,258.97,16853109562
B08F4ZLVJ6,0,0,
B005YQZ1KE,0,79,32406047556
B096NRM93T,0,0,
B096NB7Q2F,10,55.99,829486174384
B096N8JZBX,10,55.99,829486174377
B09C6RJ4YX,10,68,885837028201
B0B8R5GZXF,0,0,
B0013266TS,10,37.42,781147749655
B09MF3GYRF,0,0,
B0979CV2L5,5,118.39,32406066724
B07WX6T12K,5,101.92,32406064003
B093VGFQ4Q,0,0,
B08FCYC3VY,5,168.6,80313072918
B0B4DP2VZS,0,0,
B0B1S8KPT5,0,0,
B00JBCFSZA,0,189.99,51153876356
B00J9FFP98,5,151.99,51153876301
B097J87HMM,0,0,
B07XLG5XCP,0,174.95,885837018509
B09RG65913,5,119.99,885837031140
B07XLG5XXL,5,129.59,885837019926
B07JX1J44M,10,51.99,885837015720
B089P3S9D9,10,79.99,
B0BBWKZ5FJ,0,0,
B0B75YK1NQ,10,44,850034860176
B0B761CH2S,5,156,850034860213
B09DRQ6FX1,5,112,850018259057
B08CS78XZR,0,0,
B08CF8JDKW,5,102.96,
B08CF6Y4RF,5,106.96,
B08CF74NWS,10,78.91,
B0B86TYRHL,5,583.98,
B0B95YL73H,5,503.98,
B0B966YKR6,5,319.98,
B0995K37GS,5,111.99,622356571470
B00HQWONBW,5,159.99,16853060665
